                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.5007,                 1.1131,                 1.5955,                0.81948,                0.70147,                0.82324,                0.49828,                 1.3569,                 0.9483,                 1.5719,               0.002377,               0.002377,               0.002377
                    156,                 1.4652,                 1.1252,                 1.6025,                0.82667,                0.69869,                0.82566,                0.51583,                 1.3017,                0.89334,                 1.5282,              0.0023275,              0.0023275,              0.0023275
                    157,                  1.463,                  1.078,                 1.5719,                0.83125,                0.70545,                0.82842,                0.50636,                 1.3006,                0.88992,                 1.5197,               0.002278,               0.002278,               0.002278
                    158,                 1.4721,                 1.0793,                 1.5875,                0.80294,                0.69166,                0.80731,                0.50264,                 1.2909,                0.95321,                   1.49,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.4413,                 1.0838,                  1.602,                0.78618,                0.66514,                0.77307,                0.45719,                 1.3641,                 1.1028,                 1.5324,               0.002179,               0.002179,               0.002179
                    160,                 1.4612,                   1.08,                  1.588,                0.78269,                0.67477,                0.76295,                0.46455,                 1.3515,                0.97518,                 1.5393,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.4498,                 1.0672,                 1.5383,                0.81784,                 0.7186,                0.81789,                 0.4976,                 1.3291,                0.92065,                 1.5281,                0.00208,                0.00208,                0.00208
                    162,                  1.488,                 1.1035,                 1.5817,                0.83972,                0.69063,                0.82846,                0.51587,                 1.2851,                0.91001,                 1.4994,              0.0020305,              0.0020305,              0.0020305
                    163,                  1.451,                 1.0693,                 1.5211,                0.77393,                0.67377,                0.77412,                0.45923,                 1.3863,                0.99009,                 1.5641,               0.001981,               0.001981,               0.001981
                    164,                  1.475,                 1.0978,                 1.5402,                0.67066,                0.55052,                0.63222,                0.35612,                 1.5666,                 1.2272,                 1.7008,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.4462,                 1.1026,                 1.5866,                0.80573,                0.72615,                 0.8226,                0.50199,                 1.3234,                0.95872,                 1.5315,               0.001882,               0.001882,               0.001882
                    166,                 1.4848,                 1.1294,                 1.5772,                0.79329,                0.75527,                0.84089,                0.50748,                 1.2991,                0.91962,                  1.507,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.4621,                 1.1001,                 1.5425,                0.78532,                0.70661,                0.82097,                0.49231,                 1.3108,                 1.0166,                 1.5219,               0.001783,               0.001783,               0.001783
                    168,                 1.4602,                 1.0975,                 1.5699,                0.76599,                0.74979,                0.83048,                0.51564,                 1.2734,                 0.8947,                 1.4983,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.4103,                 1.0543,                 1.5726,                0.84374,                0.72747,                0.84623,                0.52782,                 1.2787,                0.86134,                 1.5025,               0.001684,               0.001684,               0.001684
                    170,                 1.3955,                 1.0423,                 1.5008,                0.79099,                0.75399,                0.83619,                0.51031,                 1.3173,                0.88043,                 1.5283,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.4574,                 1.0646,                  1.547,                0.75445,                0.66696,                0.75952,                0.45521,                 1.3767,                0.99583,                 1.5726,               0.001585,               0.001585,               0.001585
                    172,                 1.4383,                  1.076,                 1.5632,                0.78403,                0.73411,                0.83019,                0.50788,                 1.3012,                0.86534,                 1.5037,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.4418,                 1.0476,                 1.5491,                0.78981,                0.74922,                0.84036,                0.52605,                 1.2665,                0.85194,                 1.4863,               0.001486,               0.001486,               0.001486
                    174,                 1.4334,                 1.0361,                 1.5406,                0.84813,                0.71796,                0.83612,                0.52589,                 1.2778,                0.86272,                 1.4913,              0.0014365,              0.0014365,              0.0014365
                    175,                 1.4832,                  1.114,                 1.5794,                0.85368,                0.71206,                0.84203,                0.51885,                 1.2984,                0.88121,                 1.4932,               0.001387,               0.001387,               0.001387
                    176,                 1.4754,                 1.0668,                 1.5559,                0.74719,                0.63847,                0.71242,                0.42185,                 1.4043,                 1.0552,                 1.5821,              0.0013375,              0.0013375,              0.0013375
                    177,                 1.4226,                  1.026,                 1.5413,                0.74575,                0.69364,                0.75477,                0.44668,                 1.3575,                 1.0198,                 1.5433,               0.001288,               0.001288,               0.001288
                    178,                 1.4111,                  1.029,                  1.526,                0.81002,                0.75274,                0.84537,                0.51436,                 1.2731,                0.88416,                 1.4771,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.4133,                 1.0317,                 1.5014,                0.81723,                 0.7382,                0.84775,                0.52684,                 1.2851,                0.86316,                 1.4811,               0.001189,               0.001189,               0.001189
                    180,                 1.4299,                 1.0721,                 1.5442,                0.83366,                0.74218,                0.85617,                0.53632,                 1.2796,                0.84956,                  1.484,              0.0011395,              0.0011395,              0.0011395
                    181,                   1.42,                  1.014,                 1.5425,                0.78963,                0.76941,                 0.8522,                0.54197,                 1.2372,                 0.8436,                 1.4575,                0.00109,                0.00109,                0.00109
                    182,                 1.4092,                  1.045,                 1.5378,                 0.8103,                0.71065,                0.82704,                0.51428,                 1.2651,                 0.8727,                 1.4832,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.4048,                 1.0248,                  1.511,                0.83255,                0.72854,                0.84432,                 0.5254,                 1.2779,                0.84741,                 1.4927,               0.000991,               0.000991,               0.000991
                    184,                 1.3877,                 1.0328,                 1.5144,                0.81606,                0.77934,                0.86754,                0.54865,                 1.2493,                0.82532,                 1.4623,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.3977,                0.99575,                  1.541,                0.84869,                0.76394,                0.86904,                0.54643,                 1.2397,                0.81515,                 1.4509,               0.000892,               0.000892,               0.000892
                    186,                 1.3917,                 1.0139,                 1.5063,                 0.8451,                0.75082,                 0.8651,                0.54919,                 1.2206,                0.81767,                 1.4382,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.4229,                 1.0285,                 1.5651,                0.85452,                0.73264,                0.84716,                0.53751,                 1.2388,                0.85297,                 1.4475,               0.000793,               0.000793,               0.000793
                    188,                  1.372,                 1.0039,                 1.5189,                0.81366,                 0.7306,                0.83434,                0.52669,                 1.2436,                0.88898,                 1.4474,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.3972,                 1.0016,                 1.4913,                0.79268,                0.75254,                0.84796,                0.53031,                 1.2459,                0.87005,                 1.4491,               0.000694,               0.000694,               0.000694
                    190,                 1.3941,                 1.0151,                 1.5348,                0.82311,                0.79445,                0.87241,                0.55245,                 1.2153,                0.82386,                 1.4301,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.3187,                 1.0417,                  1.474,                  0.838,                 0.7773,                0.87024,                0.55778,                 1.2073,                 0.8152,                 1.4284,               0.000595,               0.000595,               0.000595
                    192,                 1.3101,                0.98815,                 1.5086,                 0.8316,                0.78597,                0.86612,                0.55113,                 1.2085,                0.81857,                 1.4283,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.3468,                0.95349,                 1.5308,                0.83767,                0.76647,                0.86666,                0.54985,                 1.2232,                0.82063,                 1.4392,               0.000496,               0.000496,               0.000496
                    194,                 1.2755,                0.97217,                 1.4746,                0.82099,                0.73793,                0.84139,                0.52866,                 1.2463,                0.83757,                 1.4648,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.2797,                0.89837,                 1.4664,                0.84879,                0.71514,                0.82588,                0.52761,                 1.2443,                0.84439,                 1.4648,               0.000397,               0.000397,               0.000397
                    196,                 1.2596,                0.90073,                 1.4767,                0.83123,                0.72419,                0.82721,                0.52788,                 1.2372,                0.84267,                 1.4547,              0.0003475,              0.0003475,              0.0003475
                    197,                 1.2833,                 0.8927,                 1.4775,                0.83551,                0.71534,                0.83715,                0.53611,                 1.2232,                0.83253,                 1.4417,               0.000298,               0.000298,               0.000298
                    198,                 1.2954,                0.90401,                 1.4714,                0.82965,                 0.7431,                0.85931,                 0.5547,                 1.2014,                 0.8072,                 1.4251,              0.0002485,              0.0002485,              0.0002485
                    199,                 1.2629,                0.89805,                 1.4896,                0.83529,                0.75856,                0.86584,                0.55927,                 1.1979,                0.79859,                 1.4225,               0.000199,               0.000199,               0.000199
                    200,                 1.2344,                0.84913,                 1.4663,                0.84886,                0.75394,                0.87025,                0.56259,                 1.1967,                0.79653,                 1.4209,              0.0001495,              0.0001495,              0.0001495
